우편번호,주소
1084,서울특별시 강북구 인수봉로62길 33
1085,서울특별시 강북구 인수봉로60길 15
1086,서울특별시 강북구 삼양로93길 14
1087,서울특별시 강북구 삼양로93길 3
1088,서울특별시 강북구 인수봉로58길 9
1089,서울특별시 강북구 인수봉로56길 9
1090,서울특별시 강북구 삼양로 367
1091,서울특별시 강북구 삼양로87길 33
1092,서울특별시 강북구 인수봉로56길 18
1093,서울특별시 강북구 덕릉로5길 13
1094,서울특별시 강북구 덕릉로9길 3
1095,서울특별시 강북구 인수봉로 149
1096,서울특별시 강북구 인수봉로23가길 28
1097,서울특별시 강북구 인수봉로42길 7
1098,서울특별시 강북구 삼양로 333
1099,서울특별시 강북구 삼양로81길 38
1100,서울특별시 강북구 인수봉로38길 20
1101,서울특별시 강북구 삼양로79길 39
1102,서울특별시 강북구 삼양로77길 28
1103,서울특별시 강북구 삼양로73길 13
1104,서울특별시 강북구 삼양로69길 37
1105,서울특별시 강북구 삼양로77길 66
1106,서울특별시 강북구 삼양로77가길 75
1107,서울특별시 강북구 인수봉로20나길 10
1108,서울특별시 강북구 솔매로7가길 15
1109,서울특별시 강북구 삼양로63길 13
1110,서울특별시 강북구 삼양로 247
1111,서울특별시 강북구 수유로 13
1112,서울특별시 강북구 삼양로80가길 16
1113,서울특별시 강북구 덕릉로 66
1114,서울특별시 강북구 도봉로77길 7
1115,서울특별시 강북구 삼양로74다길 51
1116,서울특별시 강북구 삼양로80길 20
1117,서울특별시 강북구 도봉로69길 20
1118,서울특별시 강북구 솔매로45길 95
1119,서울특별시 강북구 솔매로43길 87
1120,서울특별시 강북구 삼양로 280
1121,서울특별시 강북구 삼양로58가길 31
1122,서울특별시 강북구 삼양로 252
1123,서울특별시 강북구 삼양로58길 29
1124,서울특별시 강북구 도봉로53가길 16
1125,서울특별시 강북구 도봉로53길 16
1126,서울특별시 강북구 솔매로35길 8
1127,서울특별시 강북구 삼양로 246
1128,서울특별시 강북구 도봉로 286
1129,서울특별시 강북구 도봉로76길 35
1130,서울특별시 강북구 도봉로76길 68
1131,서울특별시 강북구 도봉로76길 56
1132,서울특별시 강북구 덕릉로28길 53
1133,서울특별시 강북구 솔매로 139
1134,서울특별시 강북구 덕릉로 140
1135,서울특별시 강북구 덕릉로40나길 31
1136,서울특별시 강북구 한천로 926
1137,서울특별시 강북구 한천로 911
1138,서울특별시 강북구 덕릉로40길 74
1139,서울특별시 강북구 덕릉로42길 40
1141,서울특별시 강북구 오패산로 290
1142,서울특별시 강북구 오패산로52사길 13
1143,서울특별시 강북구 오현로 199
1144,서울특별시 강북구 오현로31길 113
1145,서울특별시 강북구 한천로 897
1146,서울특별시 강북구 오현로25길 6
1147,서울특별시 강북구 오현로25다길 54
1148,서울특별시 강북구 오현로25다길 60
1149,서울특별시 강북구 오현로21길 46
1150,서울특별시 강북구 오현로25가길 30
1151,서울특별시 강북구 오현로 145
1152,서울특별시 강북구 오패산로52길 29
1153,서울특별시 강북구 오패산로52다길 42
1154,서울특별시 강북구 오패산로48길 12
1155,서울특별시 강북구 오현로 45
1156,서울특별시 강북구 오현로9길 49
1157,서울특별시 강북구 솔매로 152
1158,서울특별시 강북구 솔매로50길 43
1159,서울특별시 강북구 도봉로34길 43
1160,서울특별시 강북구 도봉로34길 5
1161,서울특별시 강북구 도봉로 134
1162,서울특별시 강북구 오패산로 229
1163,서울특별시 강북구 도봉로28나길 22
1164,서울특별시 강북구 도봉로24길 24
1165,서울특별시 강북구 도봉로18길 21
1166,서울특별시 강북구 오패산로 173
1167,서울특별시 강북구 삼양로54길 68
1168,서울특별시 강북구 도봉로45길 84
1169,서울특별시 강북구 솔매로44길 18
1170,서울특별시 강북구 솔매로 112
1171,서울특별시 강북구 솔샘로67길 132
1172,서울특별시 강북구 도봉로37길 58
1173,서울특별시 강북구 도봉로41길 90
1174,서울특별시 강북구 삼양로38길 8
1175,서울특별시 강북구 도봉로 147
1176,서울특별시 강북구 도봉로31길 13
1177,서울특별시 강북구 도봉로23길 24
1178,서울특별시 강북구 솔샘로53길 4
1179,서울특별시 강북구 도봉로 113
1180,서울특별시 강북구 인수봉로 54
1181,서울특별시 강북구 삼양로51길 38
1182,서울특별시 강북구 솔매로22가길 27
1183,서울특별시 강북구 인수봉로 36
1184,서울특별시 강북구 삼양로43길 25
1185,서울특별시 강북구 인수봉로6길 42
1186,서울특별시 강북구 인수봉로 18
1187,서울특별시 강북구 인수봉로 10
1188,서울특별시 강북구 솔샘로47길 9
1189,서울특별시 강북구 삼양로41길 29
1190,서울특별시 강북구 인수봉로19길 21
1191,서울특별시 강북구 솔샘로 167
1192,서울특별시 강북구 솔샘로 174
1193,서울특별시 강북구 솔샘로 208
1194,서울특별시 강북구 삼양로27길 20
1195,서울특별시 강북구 삼양로 163
1196,서울특별시 강북구 삼양로27길 35
1197,서울특별시 강북구 삼양로19길 154
1198,서울특별시 강북구 삼양로19길 59
1199,서울특별시 강북구 삼양로19길 40
1200,서울특별시 강북구 삼양로19길 25
1201,서울특별시 강북구 솔샘로 258
1202,서울특별시 강북구 솔샘로60길 18
1203,서울특별시 강북구 솔샘로60길 21
1204,서울특별시 강북구 솔샘로64가길 20
1205,서울특별시 강북구 도봉로 85
1206,서울특별시 강북구 도봉로13길 13
1207,서울특별시 강북구 솔샘로64다길 42
1208,서울특별시 강북구 삼양로24길 4
1209,서울특별시 강북구 삼양로20가길 6
1210,서울특별시 강북구 숭인로7나길 23
1211,서울특별시 강북구 도봉로 45
1212,서울특별시 강북구 숭인로7길 28
1213,서울특별시 강북구 숭인로 39
1214,서울특별시 강북구 삼양로 94
1215,서울특별시 강북구 도봉로10길 73
1216,서울특별시 강북구 오현로6길 32
1217,서울특별시 강북구 오패산로 155
1218,서울특별시 강북구 오현로6길 41
1219,서울특별시 강북구 오현로6길 50
1220,서울특별시 강북구 도봉로 38
1221,서울특별시 강북구 월계로 11
1222,서울특별시 강북구 월계로7길 39
1223,서울특별시 강북구 오현로 176
1224,서울특별시 강북구 오현로32길 30
1225,서울특별시 강북구 한천로109길 10
1226,서울특별시 강북구 한천로 833
1227,서울특별시 강북구 한천로109길 57
1228,서울특별시 강북구 월계로 173
1229,서울특별시 강북구 한천로105길 24
1230,서울특별시 강북구 한천로105길 27
1231,서울특별시 강북구 월계로 191
1232,서울특별시 강북구 오현로 56
1233,서울특별시 강북구 오패산로38길 10
1234,서울특별시 강북구 오패산로30길 74
1236,서울특별시 강북구 월계로21나길 22
1237,서울특별시 강북구 월계로 59
1300,서울특별시 도봉구 도봉산길 88
1301,서울특별시 도봉구 도봉로191가길 8
1302,서울특별시 도봉구 도봉산3길 12
1303,서울특별시 도봉구 도봉산1길 62
1304,서울특별시 도봉구 도봉로179길 13
1305,서울특별시 도봉구 도봉로173길 23
1306,서울특별시 도봉구 도봉로169나길 22
1307,서울특별시 도봉구 도봉로169다길 20
1308,서울특별시 도봉구 시루봉로23다길 27
1309,서울특별시 도봉구 도봉로 769
1310,서울특별시 도봉구 도봉로155길 45
1311,서울특별시 도봉구 시루봉로 239
1312,서울특별시 도봉구 시루봉로23가길 17
1313,서울특별시 도봉구 도봉로173다길 30
1314,서울특별시 도봉구 시루봉로15길 36
1315,서울특별시 도봉구 시루봉로13길 55
1316,서울특별시 도봉구 시루봉로 149
1317,서울특별시 도봉구 방학로 252
1318,서울특별시 도봉구 도봉로 946
1319,서울특별시 도봉구 도봉로180나길 48
1320,서울특별시 도봉구 마들로 797
1321,서울특별시 도봉구 도봉로152가길 224
1322,서울특별시 도봉구 도봉로152가길 175
1323,서울특별시 도봉구 마들로 742
1324,서울특별시 도봉구 마들로 684
1325,서울특별시 도봉구 마들로 724
1326,서울특별시 도봉구 도봉로152가길 138
1327,서울특별시 도봉구 도봉로160길 10
1328,서울특별시 도봉구 마들로 693
1329,서울특별시 도봉구 도봉로152길 15
1330,서울특별시 도봉구 마들로 668
1331,서울특별시 도봉구 마들로 650
1332,서울특별시 도봉구 도봉로150다길 22
1333,서울특별시 도봉구 도봉로 710
1334,서울특별시 도봉구 방학로 76
1335,서울특별시 도봉구 도봉로150바길 57
1336,서울특별시 도봉구 마들로 646
1337,서울특별시 도봉구 마들로 616
1338,서울특별시 도봉구 방학로 32
1339,서울특별시 도봉구 도당로 110
1340,서울특별시 도봉구 도봉로149길 29
1341,서울특별시 도봉구 도봉로145길 40
1342,서울특별시 도봉구 방학로6가길 10
1343,서울특별시 도봉구 방학로 148
1344,서울특별시 도봉구 방학로 130
1345,서울특별시 도봉구 방학로 106
1346,서울특별시 도봉구 도봉로145가길 25
1347,서울특별시 도봉구 시루봉로 238
1348,서울특별시 도봉구 시루봉로 268
1349,서울특별시 도봉구 도봉로 733
1350,서울특별시 도봉구 도당로31길 55
1351,서울특별시 도봉구 도당로29길 9
1352,서울특별시 도봉구 도당로 117
1353,서울특별시 도봉구 도봉로151길 113
1354,서울특별시 도봉구 도당로13라길 28
1355,서울특별시 도봉구 도당로13나길 6
1356,서울특별시 도봉구 도당로9길 12
1357,서울특별시 도봉구 도당로13다길 15
1358,서울특별시 도봉구 시루봉로 192
1359,서울특별시 도봉구 시루봉로 130
1360,서울특별시 도봉구 해등로32가길 40
1361,서울특별시 도봉구 해등로32길 76
1362,서울특별시 도봉구 방학로 243
1363,서울특별시 도봉구 해등로 268
1364,서울특별시 도봉구 해등로 312
1365,서울특별시 도봉구 해등로36길 29
1366,서울특별시 도봉구 삼양로 574
1367,서울특별시 도봉구 우이천로 483
1368,서울특별시 도봉구 삼양로142길 14
1369,서울특별시 도봉구 삼양로144나길 39
1370,서울특별시 도봉구 우이천로39가길 19
1371,서울특별시 도봉구 우이천로50길 3
1372,서울특별시 도봉구 우이천로42길 39
1373,서울특별시 도봉구 해등로 295
1374,서울특별시 도봉구 시루봉로 67
1375,서울특별시 도봉구 시루봉로 63
1376,서울특별시 도봉구 시루봉로1길 125
1377,서울특별시 도봉구 우이천로38다길 40
1378,서울특별시 도봉구 우이천로38길 46
1379,서울특별시 도봉구 노해로41길 32
1380,서울특별시 도봉구 노해로41길 18
1381,서울특별시 도봉구 우이천로 346
1382,서울특별시 도봉구 시루봉로 106
1383,서울특별시 도봉구 방학로11길 24
1384,서울특별시 도봉구 도당로7길 30
1385,서울특별시 도봉구 도당로 7
1386,서울특별시 도봉구 해등로 206
1387,서울특별시 도봉구 시루봉로6길 33
1388,서울특별시 도봉구 시루봉로 88
1389,서울특별시 도봉구 방학로7길 5
1390,서울특별시 도봉구 도봉로143길 58
1391,서울특별시 도봉구 도봉로137길 47
1392,서울특별시 도봉구 도봉로135길 28
1393,서울특별시 도봉구 도당로2길 33
1394,서울특별시 도봉구 도봉로133길 31
1395,서울특별시 도봉구 도봉로133길 8
1396,서울특별시 도봉구 노해로63가길 229
1397,서울특별시 도봉구 도봉로136다길 4
1398,서울특별시 도봉구 도봉로136길 28
1399,서울특별시 도봉구 노해로63다길 25
1400,서울특별시 도봉구 도봉로136가길 73
1401,서울특별시 도봉구 도봉로134길 16
1402,서울특별시 도봉구 해등로14길 19
1403,서울특별시 도봉구 해등로16다길 5
1404,서울특별시 도봉구 해등로12길 44
1405,서울특별시 도봉구 노해로65길 21
1406,서울특별시 도봉구 방학로 57
1407,서울특별시 도봉구 방학로 35
1408,서울특별시 도봉구 마들로16길 56
1409,서울특별시 도봉구 마들로 579
1410,서울특별시 도봉구 마들로 567
1411,서울특별시 도봉구 노해로69길 151
1412,서울특별시 도봉구 노해로69길 150
1413,서울특별시 도봉구 마들로11길 20
1414,서울특별시 도봉구 마들로11길 71
1415,서울특별시 도봉구 노해로69길 14
1416,서울특별시 도봉구 노해로 386
1417,서울특별시 도봉구 노해로70길 54
1418,서울특별시 도봉구 노해로70길 19
1419,서울특별시 도봉구 덕릉로 397
1420,서울특별시 도봉구 노해로70길 96
1421,서울특별시 도봉구 해등로 46
1422,서울특별시 도봉구 노해로66길 21
1423,서울특별시 도봉구 노해로66길 95
1424,서울특별시 도봉구 덕릉로 357
1425,서울특별시 도봉구 해등로 24
1426,서울특별시 도봉구 도봉로 580
1427,서울특별시 도봉구 도봉로 552
1428,서울특별시 도봉구 도봉로 526
1429,서울특별시 도봉구 시루봉로 64
1430,서울특별시 도봉구 해등로 229
1431,서울특별시 도봉구 도봉로131길 90
1432,서울특별시 도봉구 도봉로125길 74
1433,서울특별시 도봉구 해등로25길 41
1434,서울특별시 도봉구 시루봉로 62
1435,서울특별시 도봉구 시루봉로 42
1436,서울특별시 도봉구 도봉로129길 45
1437,서울특별시 도봉구 노해로57길 64
1438,서울특별시 도봉구 노해로49길 69
1439,서울특별시 도봉구 노해로53길 15
1440,서울특별시 도봉구 도봉로121길 39
1441,서울특별시 도봉구 노해로46길 27
1442,서울특별시 도봉구 노해로60길 23
1443,서울특별시 도봉구 도봉로115길 31
1444,서울특별시 도봉구 도봉로117길 87
1445,서울특별시 도봉구 노해로42길 59
1446,서울특별시 도봉구 노해로42길 30
1447,서울특별시 도봉구 노해로60가길 6
1448,서울특별시 도봉구 우이천로24길 70
1449,서울특별시 도봉구 도봉로109길 35
1450,서울특별시 도봉구 우이천로 336
1451,서울특별시 도봉구 우이천로 323
1452,서울특별시 도봉구 우이천로 284
1453,서울특별시 도봉구 도봉로110나길 90
1454,서울특별시 도봉구 도봉로 474
1455,서울특별시 도봉구 도봉로 470
1456,서울특별시 도봉구 도봉로114길 69
1457,서울특별시 도봉구 도봉로104길 121
1458,서울특별시 도봉구 도봉로104길 101
1459,서울특별시 도봉구 도봉로106길 33
1460,서울특별시 도봉구 도봉로110라길 42
1461,서울특별시 도봉구 도봉로110다길 70
1462,서울특별시 도봉구 우이천로20길 7
1463,서울특별시 도봉구 도봉로104길 124
1464,서울특별시 도봉구 덕릉로59라길 66
1465,서울특별시 도봉구 덕릉로63가길 61
1466,서울특별시 도봉구 덕릉로59차길 37
1467,서울특별시 도봉구 우이천로 232
1468,서울특별시 도봉구 덕릉로53길 40
1469,서울특별시 도봉구 덕릉로59라길 6
1470,서울특별시 도봉구 덕릉로 239
1471,서울특별시 도봉구 덕릉로53길 10
1472,서울특별시 도봉구 우이천로16길 6
1473,서울특별시 도봉구 덕릉로54길 17
1474,서울특별시 도봉구 덕릉로60길 7
1475,서울특별시 도봉구 덕릉로60아길 13
1476,서울특별시 도봉구 우이천로12길 45
1477,서울특별시 도봉구 우이천로12길 5
1478,서울특별시 도봉구 우이천로8길 26
1479,서울특별시 도봉구 덕릉로60길 120
1480,서울특별시 도봉구 덕릉로60타길 5
1481,서울특별시 도봉구 우이천로4라길 23
1482,서울특별시 도봉구 우이천로4길 24
1483,서울특별시 도봉구 노해로62길 103
1484,서울특별시 도봉구 해등로 81
1485,서울특별시 도봉구 덕릉로 315
1486,서울특별시 도봉구 덕릉로 283
1487,서울특별시 도봉구 덕릉로62길 25
1488,서울특별시 도봉구 덕릉로 376
1489,서울특별시 도봉구 덕릉로66길 84
1600,서울특별시 노원구 누원로 28
1601,서울특별시 노원구 누원로 16
1602,서울특별시 노원구 동일로 1745
1603,서울특별시 노원구 동일로245길 162
1604,서울특별시 노원구 동일로245길 56
1605,서울특별시 노원구 동일로243길 41
1606,서울특별시 노원구 동일로239나길 38
1607,서울특별시 노원구 동일로 1675
1608,서울특별시 노원구 동일로239길 22
1609,서울특별시 노원구 동일로241가길 43
1610,서울특별시 노원구 동일로237길 68
1611,서울특별시 노원구 동일로237길 40
1612,서울특별시 노원구 동일로237가길 10
1613,서울특별시 노원구 동일로237길 37
1614,서울특별시 노원구 동일로237길 63
1615,서울특별시 노원구 수락산로 246
1616,서울특별시 노원구 수락산로 214
1617,서울특별시 노원구 동일로227길 26
1618,서울특별시 노원구 동일로227길 106
1619,서울특별시 노원구 동일로227길 79
1620,서울특별시 노원구 동일로 1541
1621,서울특별시 노원구 동일로 1794
1622,서울특별시 노원구 동일로250길 44
1623,서울특별시 노원구 동일로 1716
1624,서울특별시 노원구 동일로 1690
1625,서울특별시 노원구 동일로 1680
1626,서울특별시 노원구 동일로242나길 28
1627,서울특별시 노원구 동일로230길 78
1628,서울특별시 노원구 동일로230다길 70
1629,서울특별시 노원구 동일로238길 26
1630,서울특별시 노원구 동일로234길 8
1631,서울특별시 노원구 동일로 1598
1632,서울특별시 노원구 상계로37나길 15
1633,서울특별시 노원구 덕릉로139길 16
1634,서울특별시 노원구 상계로 307
1635,서울특별시 노원구 상계로33길 14
1636,서울특별시 노원구 상계로33길 53
1637,서울특별시 노원구 상계로 320
1638,서울특별시 노원구 덕릉로 799
1639,서울특별시 노원구 수락산로 12
1640,서울특별시 노원구 덕릉로 769
1641,서울특별시 노원구 덕릉로134가길 24
1642,서울특별시 노원구 덕릉로126아길 18
1643,서울특별시 노원구 덕릉로126다길 10
1644,서울특별시 노원구 덕릉로112길 97
1645,서울특별시 노원구 덕릉로112길 100
1646,서울특별시 노원구 덕릉로 792
1647,서울특별시 노원구 덕릉로112길 13
1648,서울특별시 노원구 덕릉로 744
1649,서울특별시 노원구 덕릉로94가길 41
1650,서울특별시 노원구 덕릉로94가길 20
1651,서울특별시 노원구 한글비석로52길 66
1652,서울특별시 노원구 한글비석로46나길 10
1653,서울특별시 노원구 한글비석로46나길 3
1654,서울특별시 노원구 한글비석로52길 54
1655,서울특별시 노원구 한글비석로50길 24
1656,서울특별시 노원구 한글비석로48길 12
1657,서울특별시 노원구 한글비석로24라길 84
1658,서울특별시 노원구 한글비석로24마길 98
1659,서울특별시 노원구 한글비석로44길 64
1660,서울특별시 노원구 수락산로 13
1661,서울특별시 노원구 상계로 193
1662,서울특별시 노원구 덕릉로83길 14
1663,서울특별시 노원구 한글비석로22길 3
1664,서울특별시 노원구 한글비석로24다길 10
1665,서울특별시 노원구 한글비석로24라길 35
1666,서울특별시 노원구 한글비석로 444
1667,서울특별시 노원구 한글비석로24나길 42
1668,서울특별시 노원구 한글비석로24가길 5
1669,서울특별시 노원구 동일로228길 29
1670,서울특별시 노원구 수락산로 86
1671,서울특별시 노원구 한글비석로 470
1672,서울특별시 노원구 동일로228길 66
1673,서울특별시 노원구 한글비석로 530
1674,서울특별시 노원구 동일로 1538
1675,서울특별시 노원구 노원로 586
1676,서울특별시 노원구 노원로 532
1677,서울특별시 노원구 노원로38길 34
1678,서울특별시 노원구 한글비석로 471
1679,서울특별시 노원구 한글비석로47길 78
1680,서울특별시 노원구 한글비석로41가길 24
1681,서울특별시 노원구 한글비석로37길 11
1682,서울특별시 노원구 상계로27길 12
1683,서울특별시 노원구 한글비석로 401
1684,서울특별시 노원구 상계로17길 17
1685,서울특별시 노원구 상계로9나길 33
1686,서울특별시 노원구 노원로 573
1687,서울특별시 노원구 동일로 1473
1688,서울특별시 노원구 동일로 1441
1689,서울특별시 노원구 노해로75길 20
1690,서울특별시 노원구 동일로 1456
1691,서울특별시 노원구 노원로 483
1692,서울특별시 노원구 상계로 93
1693,서울특별시 노원구 상계로 61
1694,서울특별시 노원구 동일로 1426
1695,서울특별시 노원구 노해로 489
1696,서울특별시 노원구 상계로 108
1697,서울특별시 노원구 상계로18길 6
1698,서울특별시 노원구 한글비석로 387
1699,서울특별시 노원구 한글비석로 387
1700,서울특별시 노원구 덕릉로77길 6
1701,서울특별시 노원구 덕릉로79길 23
1702,서울특별시 노원구 노원로26길 119
1703,서울특별시 노원구 노원로 420
1704,서울특별시 노원구 노원로 408
1705,서울특별시 노원구 노원로26가길 18
1706,서울특별시 노원구 덕릉로73길 28
1707,서울특별시 노원구 덕릉로 623
1708,서울특별시 노원구 덕릉로 591
1709,서울특별시 노원구 덕릉로71길 30
1710,서울특별시 노원구 덕릉로71길 5
1711,서울특별시 노원구 덕릉로 672
1712,서울특별시 노원구 덕릉로76길 29
1713,서울특별시 노원구 한글비석로 277
1714,서울특별시 노원구 한글비석로 261
1715,서울특별시 노원구 덕릉로94길 6
1716,서울특별시 노원구 덕릉로94길 10
1717,서울특별시 노원구 덕릉로86길 37
1718,서울특별시 노원구 덕릉로82길 36
1719,서울특별시 노원구 한글비석로12길 51
1720,서울특별시 노원구 한글비석로 262
1721,서울특별시 노원구 한글비석로12길 51
1722,서울특별시 노원구 중계로14마길 5
1723,서울특별시 노원구 중계로14다길 70
1724,서울특별시 노원구 중계로 172
1725,서울특별시 노원구 중계로14나길 44
1726,서울특별시 노원구 중계로8길 13
1727,서울특별시 노원구 중계로8길 119
1728,서울특별시 노원구 중계로8나길 17
1729,서울특별시 노원구 중계로2길 88
1730,서울특별시 노원구 중계로4길 2
1731,서울특별시 노원구 중계로4다길 18
1732,서울특별시 노원구 중계로2길 57
1733,서울특별시 노원구 중계로2나길 16
1734,서울특별시 노원구 한글비석로 256
1735,서울특별시 노원구 중계로 195
1736,서울특별시 노원구 중계로 181
1737,서울특별시 노원구 한글비석로8길 9
1738,서울특별시 노원구 한글비석로8길 16
1739,서울특별시 노원구 한글비석로8길 42
1740,서울특별시 노원구 중계로 131
1741,서울특별시 노원구 노원로22길 41
1742,서울특별시 노원구 중계로19길 16
1743,서울특별시 노원구 한글비석로 253
1744,서울특별시 노원구 노원로22길 71
1745,서울특별시 노원구 한글비석로5길 90
1746,서울특별시 노원구 노원로 334
1747,서울특별시 노원구 노원로18길 41
1748,서울특별시 노원구 노원로16길 21
1749,서울특별시 노원구 노원로16길 2
1750,서울특별시 노원구 노원로 238
1751,서울특별시 노원구 노해로 492
1752,서울특별시 노원구 동일로218길 44
1753,서울특별시 노원구 동일로216길 47
1754,서울특별시 노원구 동일로216길 92
1755,서울특별시 노원구 동일로216길 70
1756,서울특별시 노원구 동일로 1350
1757,서울특별시 노원구 동일로 1324
1758,서울특별시 노원구 덕릉로 553
1759,서울특별시 노원구 동일로210길 1
1760,서울특별시 노원구 동일로 1308
1761,서울특별시 노원구 동일로215길 48
1762,서울특별시 노원구 동일로 1405
1763,서울특별시 노원구 동일로 1349
1764,서울특별시 노원구 동일로213길 26
1765,서울특별시 노원구 덕릉로 459
1766,서울특별시 노원구 동일로213길 21
1767,서울특별시 노원구 동일로 1327
1768,서울특별시 노원구 덕릉로 483
1769,서울특별시 노원구 덕릉로 459
1770,서울특별시 노원구 덕릉로 460
1771,서울특별시 노원구 동일로207길 50
1772,서울특별시 노원구 덕릉로70길 99
1773,서울특별시 노원구 섬밭로 287
1774,서울특별시 노원구 섬밭로 265
1775,서울특별시 노원구 동일로207길 186
1776,서울특별시 노원구 동일로203길 73
1777,서울특별시 노원구 동일로207길 18
1778,서울특별시 노원구 동일로207길 23
1779,서울특별시 노원구 동일로203가길 2
1780,서울특별시 노원구 한글비석로 39
1781,서울특별시 노원구 동일로 1286
1782,서울특별시 노원구 동일로 1280
1783,서울특별시 노원구 동일로204가길 41
1784,서울특별시 노원구 동일로 1196
1785,서울특별시 노원구 공릉로 438
1786,서울특별시 노원구 노원로 331
1787,서울특별시 노원구 노원로17길 64
1788,서울특별시 노원구 한글비석로1길 97
1789,서울특별시 노원구 한글비석로1길 81
1790,서울특별시 노원구 한글비석로1길 53
1791,서울특별시 노원구 한글비석로 107
1792,서울특별시 노원구 중계로 57
1793,서울특별시 노원구 중계로2나길 26
1794,서울특별시 노원구 화랑로 727
1795,서울특별시 노원구 화랑로 815
1796,서울특별시 노원구 화랑로60길 80
1797,서울특별시 노원구 화랑로53길 16
1798,서울특별시 노원구 노원로 62
1799,서울특별시 노원구 노원로 58
1800,서울특별시 노원구 화랑로51길 17
1801,서울특별시 노원구 화랑로51가길 3
1802,서울특별시 노원구 화랑로 608
1803,서울특별시 노원구 공릉로22길 11
1804,서울특별시 노원구 화랑로 540
1805,서울특별시 노원구 화랑로 574
1806,서울특별시 노원구 공릉로62길 15
1807,서울특별시 노원구 한글비석로 98
1808,서울특별시 노원구 공릉로58마길 31
1809,서울특별시 노원구 공릉로62가길 16
1810,서울특별시 노원구 공릉로58길 24
1811,서울특별시 노원구 공릉로 232
1812,서울특별시 노원구 노원로 75
1813,서울특별시 노원구 공릉로46길 23
1814,서울특별시 노원구 공릉로46길 13
1815,서울특별시 노원구 공릉로46가길 25
1816,서울특별시 노원구 공릉로46길 28
1817,서울특별시 노원구 공릉로42길 107
1818,서울특별시 노원구 공릉로34길 123
